100 2500
28 18 39
56 3 83
7 19 97
38 76 76
62 44 28
70 46 14
12 49 48
98 50 63
68 53 71
62 5 85
99 83 91
62 13 42
46 79 6
94 12 32
22 96 57
95 67 95
56 11 97
71 69 40
31 78 27
37 76 81
33 33 61
69 74 40
27 5 21
26 49 44
78 34 42
92 87 14
94 70 3
80 46 26
41 57 36
43 17 70
33 72 53
6 94 33
83 50 79
44 31 52
4 88 75
56 21 17
90 10 1
30 27 54
10 29 28
30 96 98
60 45 33
1 89 1
97 2 10
2 36 98
9 86 41
40 85 65
33 23 80
22 1 80
47 5 44
88 75 68
98 71 56
81 62 12
42 79 47
90 45 68
41 4 81
31 99 80
54 38 14
22 0 82
85 39 100
40 66 34
57 60 100
79 99 31
94 23 90
50 43 100
30 25 44
42 82 34
84 65 98
66 47 21
18 14 98
95 94 72
66 33 34
9 84 1
55 23 30
49 3 47
46 99 29
57 4 64
76 65 8
54 71 2
68 70 7
42 84 36
5 12 46
51 98 91
6 34 69
84 15 5
88 83 99
53 16 51
56 18 67
63 88 99
4 98 80
19 78 78
86 44 56
49 5 58
81 14 37
9 37 43
91 56 21
73 78 66
77 64 65
23 84 84
39 9 88
1 14 41
3 87 96
92 77 43
74 43 40
74 86 46
63 23 24
15 11 77
69 99 5
91 40 29
49 52 98
91 28 23
30 32 26
16 91 50
42 57 90
2 74 71
36 78 25
9 72 79
69 3 33
50 36 29
72 14 4
87 65 1
19 38 8
60 23 48
10 17 55
4 58 54
95 81 55
96 31 45
93 19 51
7 8 93
34 6 100
43 57 69
74 24 46
80 0 93
99 41 42
41 66 76
21 25 99
77 4 24
21 83 53
98 94 65
74 72 22
70 98 96
2 27 79
67 34 81
22 27 29
18 86 63
45 48 50
42 95 53
83 75 30
37 18 7
44 10 18
38 9 55
24 50 65
24 9 82
33 23 14
53 97 59
71 62 28
13 3 68
54 71 87
4 28 94
34 28 19
5 84 23
11 4 8
2 93 23
93 98 83
92 48 60
76 84 64
87 69 30
6 48 44
78 77 75
32 92 54
