500 250000
288 255 42
281 165 98
231 283 25
166 226 29
120 142 91
144 108 72
272 71 50
173 150 16
158 335 38
419 86 59
332 162 38
257 65 92
376 387 76
279 215 51
61 277 82
165 9 44
402 305 2
26 164 94
50 351 86
36 147 10
97 460 100
203 253 97
238 203 89
167 86 2
350 280 98
14 51 8
396 470 10
498 156 93
126 301 50
453 113 49
428 380 29
462 24 2
492 407 78
333 73 77
329 66 14
279 120 50
28 411 89
32 225 58
267 207 61
340 289 15
243 132 62
97 444 26
423 376 71
316 144 58
8 186 76
182 428 86
209 135 20
425 416 39
154 283 13
238 61 68
343 221 77
167 375 39
424 316 15
317 251 94
37 328 45
26 66 9
370 112 78
205 373 15
257 187 21
173 361 89
237 1 39
99 290 92
469 164 45
379 323 45
415 131 52
136 94 40
283 120 62
172 498 2
125 12 56
204 431 69
121 307 22
26 343 48
238 162 12
316 45 71
254 292 67
214 90 55
325 449 38
403 56 40
478 108 28
201 146 81
55 335 26
42 56 3
38 498 77
389 433 81
354 42 98
397 232 14
279 131 46
264 42 54
482 75 32
115 340 86
149 352 84
365 243 2
43 285 84
115 368 1
151 413 57
270 37 93
244 142 85
253 47 90
463 449 77
342 295 97
211 191 70
195 105 14
476 168 98
416 69 57
242 450 67
276 398 23
77 173 73
107 167 34
422 11 56
392 443 75
489 265 46
422 113 43
427 376 58
206 238 55
228 325 99
132 364 20
416 155 80
219 126 86
482 336 44
322 379 62
241 447 82
440 413 78
110 77 95
234 317 38
435 432 79
411 287 44
279 484 40
124 344 76
111 467 12
404 197 44
439 492 92
95 344 44
28 329 53
2 319 91
32 40 12
361 409 90
135 72 55
254 202 18
260 148 72
279 441 63
124 137 63
367 285 37
196 205 38
172 494 29
300 429 47
239 487 62
309 377 21
298 385 25
246 430 63
303 114 100
225 15 6
24 361 16
187 287 20
305 104 6
417 37 51
368 479 11
118 76 57
28 276 5
496 316 31
44 491 52
20 284 46
233 115 49
56 307 46
180 32 26
390 80 50
474 25 82
292 209 61
134 208 65
441 193 41
117 186 31
355 49 70
366 203 83
267 142 11
25 15 48
51 167 43
46 2 55
244 256 12
244 106 17
445 281 53
78 347 55
11 56 78
212 153 57
9 489 17
365 60 50
68 219 13
105 344 47
115 249 26
43 146 52
72 145 54
78 373 32
155 253 69
375 318 50
440 352 54
437 167 78
110 64 63
469 467 47
445 332 73
496 115 61
16 471 69
82 278 33
160 47 64
329 290 59
61 384 18
60 86 25
499 375 84
217 471 66
352 414 10
61 63 84
209 112 74
282 276 14
360 126 34
164 71 14
212 81 36
164 222 50
400 233 57
150 464 34
213 155 25
465 418 8
326 345 50
219 490 26
344 32 86
48 276 97
171 459 79
316 360 62
473 411 5
463 394 75
169 84 63
374 226 3
6 432 38
7 437 81
225 40 4
447 335 77
317 92 48
78 113 65
304 152 17
449 428 89
143 3 98
397 407 81
10 83 22
344 318 25
186 317 32
147 145 69
82 272 80
91 276 71
476 428 83
229 189 29
238 155 85
54 413 65
20 11 1
183 230 22
303 317 94
168 317 92
67 441 37
144 100 4
452 223 89
468 119 16
253 48 61
128 383 95
265 130 98
172 456 83
1 289 29
422 276 31
58 418 93
409 162 98
30 190 2
357 120 22
90 146 69
189 124 67
135 179 17
239 406 95
30 272 40
287 110 10
464 363 23
173 184 13
71 442 16
265 234 41
65 470 85
307 6 68
482 491 94
129 183 99
435 15 72
297 431 13
365 333 34
2 125 90
60 11 66
172 465 17
315 4 31
255 93 83
263 65 65
450 428 62
77 276 16
297 121 90
94 43 66
260 286 25
372 128 44
17 329 75
157 171 37
369 255 29
224 410 39
128 491 4
209 250 4
88 64 2
222 496 60
428 169 3
213 478 6
80 94 27
299 361 8
189 58 80
389 442 39
68 77 45
104 422 28
369 117 32
1 359 94
74 478 80
318 244 54
445 218 60
104 323 95
5 91 64
343 294 64
128 59 100
31 457 54
55 330 89
27 104 22
50 138 40
128 260 81
82 9 53
394 395 19
82 279 70
433 385 82
334 461 27
119 256 16
95 468 51
463 109 61
432 9 17
366 316 97
44 318 40
275 489 73
198 451 38
65 150 42
215 467 48
92 196 54
6 311 78
220 103 54
315 393 71
454 295 80
419 251 47
165 259 90
26 463 43
187 268 78
327 10 81
309 262 48
375 149 55
493 268 71
106 348 32
117 259 39
384 355 42
240 243 13
264 168 10
340 137 52
65 383 57
114 118 24
325 171 67
401 164 55
136 212 24
185 236 22
67 350 24
260 198 48
322 265 44
16 478 85
469 422 99
395 338 36
443 249 74
275 333 96
251 322 82
455 326 25
314 493 21
378 463 33
174 101 96
337 362 2
231 172 22
293 6 37
417 15 33
332 426 93
77 411 32
393 134 5
288 111 6
41 297 87
189 386 83
350 54 100
253 419 55
219 164 76
422 427 53
248 200 36
385 85 46
123 385 96
240 102 48
245 5 61
184 257 50
43 44 5
99 89 12
186 192 34
144 24 90
151 36 48
413 89 41
354 205 30
25 436 24
397 188 84
359 79 46
417 479 66
485 169 4
336 137 87
401 6 17
497 403 10
224 53 54
344 325 45
482 157 35
244 159 34
79 115 48
125 234 10
319 38 67
413 181 40
35 219 86
278 128 54
348 177 58
56 237 72
202 382 3
61 60 51
248 326 86
341 87 36
480 108 49
4 209 68
74 420 44
156 343 30
131 37 9
158 359 37
469 31 85
45 227 52
20 152 58
489 124 88
161 85 90
235 403 74
332 423 73
380 488 40
85 0 100
420 172 66
360 43 85
142 372 45
233 399 15
116 483 93
21 452 1
450 25 60
160 408 2
350 405 67
56 434 90
237 287 19
115 354 12
88 128 27
100 319 3
22 465 33
38 121 34
329 264 16
279 206 52
369 318 100
124 212 44
287 223 75
123 16 23
5 66 52
211 386 51
39 100 77
394 130 51
163 234 5
378 436 97
145 299 2
105 114 47
419 134 25
73 174 12
465 32 94
145 35 31
169 345 88
406 297 29
15 478 87
478 297 41
252 79 37
186 422 41
196 238 75
493 6 22
125 19 91
141 94 98
90 348 74
84 52 10
340 160 24
263 270 44
259 460 30
493 467 87
90 334 77
428 462 36
349 497 85
251 170 62
498 58 23
27 462 66
361 371 71
77 162 26
316 195 23
14 360 66
278 288 97
194 163 37
499 372 14
254 265 24
85 92 48
371 444 94
242 170 11
10 251 85
208 44 91
296 218 22
144 364 33
19 320 11
432 499 13
329 422 48
10 447 77
455 197 18
397 495 56
257 364 43
130 8 70
60 226 45
68 249 32
133 3 78
414 441 97
212 114 87
71 311 22
415 218 70
286 335 48
397 419 22
358 41 29
398 308 81
59 421 17
26 409 70
370 4 7
402 458 40
497 390 91
405 480 24
276 315 65
113 247 47
132 338 6
125 280 47
195 273 86
357 133 1
379 124 37
217 420 52
458 36 81
146 446 67
151 115 2
135 75 26
37 64 34
147 492 94
67 63 37
211 136 4
3 92 90
273 278 81
325 199 6
112 176 82
18 494 85
272 26 8
169 168 13
277 430 23
283 378 54
73 465 51
224 174 36
341 323 57
405 180 97
490 174 39
117 328 4
332 344 41
337 263 96
25 458 31
20 206 16
434 70 58
100 65 43
312 360 17
92 430 84
270 409 17
322 195 47
182 330 15
64 80 62
337 428 58
462 402 86
443 280 68
305 171 7
70 288 89
298 243 98
239 441 75
144 177 13
173 108 41
129 402 67
112 419 56
90 163 68
183 39 50
340 145 84
414 392 28
144 154 15
264 470 55
295 132 18
289 180 75
227 449 98
405 488 98
89 248 59
300 11 80
284 196 90
322 95 19
180 169 34
30 48 63
254 231 78
472 36 88
299 277 15
298 462 72
193 97 52
304 324 92
184 307 27
96 171 69
494 485 91
95 75 24
470 262 55
132 303 42
462 321 9
39 362 7
260 371 62
313 80 69
435 10 80
371 344 70
285 486 65
352 192 72
183 147 79
103 222 71
348 129 70
403 291 75
191 466 40
210 109 43
424 299 53
297 176 88
279 471 92
268 360 54
161 319 84
25 308 26
329 163 3
2 495 40
445 204 9
486 146 65
419 470 29
433 119 54
395 290 22
338 126 40
283 452 2
60 408 78
231 40 57
463 475 29
35 122 63
49 230 70
143 61 30
435 355 36
151 170 97
125 368 35
401 54 74
124 235 39
339 59 36
165 34 50
105 165 6
260 317 32
368 103 69
377 314 20
130 107 46
175 311 33
270 407 1
421 218 67
109 44 20
431 277 40
136 486 47
23 210 50
486 424 17
297 431 32
26 16 49
267 464 29
436 119 70
101 40 26
257 6 94
91 248 66
264 190 83
6 63 17
48 341 47
415 215 64
14 201 86
332 109 32
325 282 44
14 348 78
157 480 39
474 80 64
458 101 22
310 244 52
17 417 38
324 8 62
372 444 11
469 171 58
254 449 61
225 483 61
92 1 10
300 315 86
7 236 95
28 331 57
17 136 39
265 203 16
300 200 38
453 456 56
25 258 27
71 9 5
62 106 20
166 366 26
10 141 73
162 418 73
258 215 27
431 215 20
148 432 12
118 399 42
438 333 90
162 349 41
407 136 59
324 486 61
404 257 52
130 348 77
472 402 52
167 362 9
495 306 32
344 96 28
490 241 42
413 465 56
424 233 11
136 105 14
198 152 39
142 292 50
219 424 12
346 465 30
354 456 21
347 277 69
248 269 54
420 164 37
216 464 84
129 36 38
189 407 91
8 16 80
43 230 69
304 347 37
77 416 63
11 265 87
60 58 15
418 269 36
261 58 23
360 369 53
3 30 36
488 190 66
499 277 41
484 297 81
412 241 22
480 161 61
453 270 95
111 90 86
401 173 64
451 391 94
26 222 69
88 75 34
470 260 95
355 181 44
281 14 79
135 56 66
345 103 3
389 461 81
465 370 91
103 18 27
363 6 15
267 206 75
141 458 87
411 38 78
84 484 24
64 410 76
316 188 76
294 262 42
151 371 83
86 380 81
213 221 84
311 34 41
382 69 2
18 43 13
170 131 26
43 497 60
350 146 26
192 94 39
267 179 72
18 98 5
82 217 22
94 166 17
366 92 13
193 118 44
295 437 63
98 54 8
401 35 13
302 116 22
32 461 96
35 489 92
420 444 22
406 179 86
459 449 86
372 475 90
450 259 85
152 39 13
116 301 97
44 403 49
296 464 34
247 119 9
282 232 38
275 37 87
425 108 69
342 335 68
460 405 81
247 113 24
8 16 35
404 295 78
31 469 82
424 331 48
415 335 65
455 24 56
38 1 33
329 185 12
16 257 60
98 111 51
486 12 19
343 410 10
52 312 13
423 168 54
476 490 28
236 41 59
349 499 88
276 408 78
104 36 7
394 115 61
381 494 16
334 384 64
417 107 45
283 62 65
216 231 30
231 439 92
220 328 94
472 376 20
265 228 63
149 74 11
286 334 65
225 425 77
98 395 8
327 47 52
486 6 43
479 289 4
270 120 18
384 179 5
331 437 28
282 316 15
330 426 34
456 397 9
218 224 2
171 131 33
324 23 92
471 105 33
413 346 39
418 96 85
63 253 23
294 262 15
473 331 34
77 174 92
152 187 61
445 228 57
14 91 90
413 361 43
209 10 54
87 438 43
77 203 31
170 229 29
77 154 82
252 468 29
361 11 22
261 198 76
436 120 64
92 73 80
400 26 92
118 476 59
97 192 73
373 120 17
482 488 59
208 320 94
182 185 63
351 208 69
472 417 93
101 351 31
211 442 89
253 438 72
415 468 53
288 326 66
323 345 4
17 219 50
290 370 52
126 424 5
373 434 7
417 144 64
118 413 90
161 349 3
187 93 14
400 336 67
202 73 43
64 316 33
138 404 56
344 152 28
4 429 93
192 176 43
261 221 45
254 149 79
492 80 38
376 324 68
439 401 61
416 454 78
163 196 66
3 196 62
4 6 59
163 164 47
327 144 44
199 164 46
372 331 60
389 273 26
266 89 47
198 388 79
489 361 39
306 453 29
204 170 81
233 453 74
39 411 2
111 360 90
391 41 63
345 392 21
474 111 96
41 433 22
222 459 27
3 181 54
74 84 32
351 479 40
58 196 36
324 428 72
54 123 65
90 151 41
466 353 97
318 456 21
92 34 27
287 22 88
130 263 5
398 401 86
322 32 34
192 81 42
371 284 86
378 36 47
251 40 82
184 100 87
281 265 16
280 345 71
440 345 92
0 227 69
314 190 5
141 301 41
150 274 27
154 312 26
211 474 3
228 481 98
29 292 95
165 65 17
173 252 6
190 12 66
187 408 3
100 429 50
87 316 65
471 401 30
91 217 30
476 496 46
423 220 52
447 14 12
0 106 21
49 344 30
434 381 88
171 250 2
242 344 15
29 100 72
317 485 20
264 113 29
496 387 18
384 499 29
438 143 19
94 457 50
109 206 34
297 493 62
196 450 95
183 184 72
98 19 13
298 199 9
43 169 93
334 497 52
160 305 47
191 189 49
20 192 98
414 241 74
344 450 67
36 13 13
462 109 83
391 468 37
143 288 62
68 398 82
426 140 80
272 285 94
87 495 15
454 291 49
169 176 40
73 79 43
100 193 92
247 196 80
60 247 93
29 29 86
432 22 41
8 311 69
56 125 98
404 397 77
300 76 51
467 415 52
79 307 36
146 409 31
23 347 25
76 2 43
47 350 85
147 347 90
329 310 99
164 252 24
335 484 68
346 84 86
185 344 3
149 444 94
153 406 46
346 60 54
407 359 10
362 391 34
351 448 37
197 336 50
422 68 19
359 85 16
306 142 56
444 261 19
358 276 67
298 28 38
24 143 14
204 53 84
369 219 74
121 120 90
178 221 88
2 420 50
472 110 58
56 182 36
70 140 55
262 86 76
386 132 46
490 204 11
340 149 7
187 256 73
346 466 20
116 285 87
52 135 12
15 416 81
382 348 84
414 442 85
182 480 90
151 33 88
75 372 90
53 494 76
223 77 54
380 13 10
147 197 8
223 195 96
12 337 88
196 215 52
294 217 90
414 342 78
22 328 83
442 1 72
381 488 57
157 302 85
473 124 50
180 319 59
386 129 70
304 264 32
298 441 65
233 225 81
5 347 84
158 182 77
408 266 36
270 135 83
296 262 67
370 138 79
94 213 85
441 183 45
319 189 61
135 103 49
311 211 83
81 196 87
226 299 78
334 328 81
294 197 24
296 318 88
120 473 11
426 96 4
361 374 20
217 18 70
160 50 83
34 313 40
178 486 84
338 421 41
115 316 3
294 292 9
366 306 26
322 293 56
490 364 56
453 447 85
174 499 78
164 83 59
374 88 12
0 392 14
155 380 10
72 140 71
74 465 94
0 187 94
410 382 84
499 491 4
477 62 19
128 74 42
274 395 86
338 457 39
273 13 94
433 231 98
407 75 63
307 16 57
144 158 86
21 154 65
159 180 32
203 469 51
133 106 63
363 170 60
142 158 36
409 257 5
255 354 36
3 159 52
299 474 10
425 287 67
111 491 73
213 6 84
35 316 14
402 136 10
232 368 33
122 369 66
475 400 47
357 128 13
93 467 50
480 166 82
138 79 76
449 241 51
382 445 17
394 11 14
40 123 86
117 58 45
464 381 45
238 28 13
198 252 26
226 139 40
171 479 97
390 170 2
343 250 100
206 460 45
221 87 50
178 131 42
81 223 40
390 372 46
193 100 38
409 62 62
417 470 45
179 96 70
318 68 75
341 325 55
276 110 76
212 368 98
211 437 100
90 50 84
131 294 58
213 90 6
233 366 35
239 152 81
290 75 58
340 497 45
324 177 95
316 272 70
497 452 50
185 438 24
290 320 61
221 40 8
99 486 2
408 227 7
453 220 19
404 263 4
65 87 85
370 136 68
472 369 28
0 121 94
260 249 59
318 168 29
142 285 55
34 147 56
44 312 7
205 348 96
123 452 39
261 236 80
177 225 53
181 27 82
299 101 80
476 179 69
226 186 15
248 378 96
145 191 49
348 254 5
492 462 86
428 131 52
426 418 70
479 475 88
433 218 100
252 38 72
68 310 73
149 54 49
399 67 15
289 52 28
342 493 24
436 310 39
65 84 49
272 316 34
433 481 73
272 485 16
41 496 82
396 203 34
48 285 71
1 375 69
80 5 72
331 52 6
333 138 33
493 464 89
95 107 8
291 489 11
429 242 50
54 91 76
486 107 58
350 465 22
82 361 16
73 451 21
179 25 32
176 63 82
428 135 89
345 488 92
300 213 84
357 320 2
218 50 92
283 378 61
238 358 40
110 74 8
415 22 61
311 119 70
127 73 26
354 9 21
413 203 9
52 346 92
140 45 17
497 43 89
305 184 41
146 321 90
269 64 52
374 311 2
285 212 69
428 439 32
45 334 82
474 202 65
216 398 72
82 347 54
469 275 16
315 11 29
464 89 84
356 499 8
356 66 43
253 329 92
90 318 77
184 213 45
494 177 52
112 191 61
399 248 47
119 20 45
435 188 94
79 157 27
278 55 29
374 153 13
115 98 59
117 186 68
455 498 16
401 452 90
175 227 72
300 90 93
316 261 1
330 467 91
366 415 83
480 461 54
447 22 39
376 75 55
431 45 83
147 34 72
435 99 1
67 183 78
101 40 15
168 38 99
158 174 16
166 130 80
385 331 4
386 449 98
97 438 49
208 60 52
342 333 69
332 280 57
256 345 11
24 428 68
366 476 24
279 444 37
57 360 56
89 109 85
169 230 44
493 443 39
97 271 61
55 71 67
201 126 14
194 125 32
413 118 64
32 226 43
69 324 14
50 339 6
198 497 35
487 387 76
446 281 2
61 200 23
60 299 26
473 458 61
316 270 93
459 421 7
166 478 46
19 428 24
98 436 86
252 103 16
379 475 53
159 289 44
18 58 12
299 186 50
184 165 10
312 27 49
172 278 24
55 237 77
411 297 59
158 75 62
237 50 42
494 37 47
245 453 10
426 428 13
363 31 28
39 333 24
408 482 65
188 81 74
80 280 7
129 189 96
167 384 60
157 207 13
150 136 60
349 394 12
306 324 93
421 277 42
303 151 9
169 157 29
181 193 65
266 73 7
457 39 90
202 274 77
202 25 38
175 209 34
8 388 76
352 166 97
392 3 65
349 107 34
400 290 68
306 358 72
380 286 13
323 210 55
454 58 95
325 340 79
99 304 17
250 77 41
51 120 89
338 436 29
309 377 36
90 129 9
405 483 92
443 277 82
57 112 20
312 227 48
313 60 17
419 342 5
465 64 62
2 400 18
490 1 3
30 16 49
417 456 52
177 134 7
269 122 4
417 352 90
109 172 47
71 248 14
14 343 57
151 295 29
224 52 100
368 202 45
446 29 96
445 213 6
321 111 43
27 435 24
158 122 17
228 374 71
28 66 88
354 288 75
173 235 30
163 419 69
285 231 70
7 154 12
166 460 28
234 98 51
477 236 53
362 427 60
1 61 36
210 125 59
138 237 88
20 178 92
477 441 15
487 138 48
282 438 64
258 486 43
423 169 83
60 435 11
372 240 33
275 22 2
106 222 47
88 121 10
444 443 15
461 91 84
135 230 81
467 348 83
404 232 88
430 362 43
111 301 26
4 33 15
448 208 93
463 44 96
156 344 39
339 409 14
418 420 31
162 395 2
468 245 11
284 69 36
407 229 89
348 356 28
26 481 42
338 368 13
247 229 51
475 248 33
476 243 78
302 221 97
392 240 21
78 297 43
161 26 96
472 65 100
119 13 63
76 162 57
349 86 50
103 185 1
431 149 46
419 158 94
222 461 43
297 264 23
267 469 85
161 270 89
54 337 12
94 57 32
102 133 13
253 369 50
48 477 95
138 240 45
418 12 41
399 206 76
468 248 6
335 272 99
223 263 58
198 68 74
27 114 35
65 333 73
70 175 44
84 374 33
230 195 50
136 140 41
330 314 56
441 123 71
295 103 99
476 44 56
110 95 33
365 177 65
499 467 18
60 46 41
374 389 88
3 51 39
300 214 94
78 249 57
73 46 73
431 236 16
4 32 2
200 9 97
200 334 100
219 163 98
189 36 83
383 43 70
80 167 62
299 248 45
484 474 67
493 498 74
8 149 61
188 293 53
224 491 14
480 305 17
266 110 22
430 455 26
57 169 49
326 208 66
185 223 55
150 492 67
56 479 27
1 241 85
138 458 16
106 499 58
108 229 96
119 217 78
40 488 51
425 98 2
496 302 89
499 143 14
373 268 8
244 451 84
407 359 85
168 497 74
243 350 34
95 6 89
261 244 43
455 38 9
240 313 74
385 236 98
493 135 20
28 424 69
367 368 58
93 438 41
350 401 96
281 464 50
315 208 58
117 96 79
364 164 81
390 327 90
241 12 74
223 416 10
372 94 65
186 132 33
18 262 39
132 339 73
96 400 95
76 397 80
434 313 18
241 156 13
90 436 97
120 74 18
385 441 63
4 85 8
480 197 59
396 262 4
426 23 35
95 494 61
329 122 54
257 228 45
38 15 72
173 412 10
194 122 52
30 193 46
79 231 1
415 175 29
160 102 37
168 398 44
325 388 94
350 21 10
30 225 32
170 77 9
445 480 31
298 392 50
452 465 17
340 321 61
169 400 31
329 198 6
451 39 82
143 170 4
440 89 4
219 268 35
39 168 29
64 382 9
97 82 33
236 408 93
175 240 37
473 247 10
419 457 91
48 376 36
163 185 9
346 438 52
23 319 16
163 404 78
257 252 59
181 234 31
405 118 46
440 184 11
163 8 56
160 462 42
4 370 25
492 273 96
325 496 89
264 384 65
478 31 33
407 362 98
387 475 31
291 212 92
437 310 95
48 67 20
137 191 84
289 265 65
386 52 14
262 425 12
231 403 46
31 219 42
275 444 18
183 388 71
383 234 8
144 132 80
467 237 14
114 15 20
486 325 52
113 257 16
453 2 79
432 106 73
45 329 81
88 134 95
437 423 61
361 102 22
130 394 18
210 130 22
209 138 57
299 337 76
327 132 81
398 299 96
208 395 20
312 488 46
85 288 14
234 137 40
237 21 12
2 455 20
257 132 10
444 13 79
207 329 89
312 473 20
276 120 64
118 428 50
177 281 31
77 162 76
386 300 19
472 18 54
81 238 43
180 119 7
463 438 30
75 171 93
466 88 96
463 400 92
21 1 30
210 194 6
395 231 57
157 35 62
85 265 59
61 333 78
394 103 50
35 60 50
1 131 50
419 387 89
134 169 7
324 173 42
223 188 90
69 303 51
150 461 73
140 438 61
117 90 49
197 59 78
144 164 15
447 463 99
297 283 86
457 103 89
357 78 4
343 118 23
71 438 6
8 253 65
242 41 84
260 444 51
217 345 96
419 37 25
65 357 4
172 10 39
343 156 78
469 184 77
62 313 8
70 397 47
409 264 26
74 238 47
461 331 12
281 444 16
51 475 42
38 482 8
165 400 96
234 285 51
300 152 64
402 404 58
394 255 74
455 32 63
459 296 74
296 454 15
404 14 65
467 156 69
443 256 98
15 270 87
317 252 43
172 268 14
193 439 65
270 412 24
202 46 3
96 354 70
320 325 82
270 335 14
142 446 22
432 330 13
457 221 38
196 159 43
38 134 12
374 339 77
85 203 4
185 78 60
185 313 84
236 174 79
93 405 75
413 404 98
456 45 97
435 101 95
237 327 68
6 170 72
399 121 99
475 20 36
309 440 23
473 166 45
232 431 51
438 434 82
452 236 21
161 463 96
244 197 79
368 119 25
486 253 40
288 91 47
180 152 37
421 265 26
337 466 59
451 477 26
121 433 46
377 234 66
61 357 81
495 332 32
261 93 87
378 301 28
306 46 13
32 262 39
394 101 2
344 197 41
19 225 31
442 140 94
213 127 23
290 87 19
221 62 70
371 259 39
491 20 86
126 211 41
249 188 50
449 440 21
296 78 13
186 199 18
251 358 94
498 8 23
334 191 1
471 484 45
228 454 24
436 90 87
333 67 87
202 482 97
132 332 88
3 347 54
462 243 85
274 138 11
61 52 15
221 185 41
97 423 83
145 127 24
311 138 92
374 388 14
48 287 8
322 247 6
45 326 69
283 42 4
253 380 75
89 357 67
301 135 61
169 25 37
0 401 80
246 428 73
192 353 82
310 235 97
163 35 14
288 174 49
393 26 7
2 462 33
156 20 7
114 250 50
168 171 24
29 38 27
353 441 47
409 287 62
155 240 49
218 265 93
422 277 14
160 100 68
230 258 16
372 286 84
359 27 65
405 442 69
13 54 46
13 381 98
44 359 17
209 201 9
230 361 22
115 275 76
247 120 15
230 13 59
60 132 62
19 129 95
13 98 27
458 24 77
198 478 59
277 332 47
266 123 80
44 359 19
373 305 57
339 301 26
308 62 20
488 182 39
131 60 75
147 95 83
283 175 30
24 318 80
244 93 41
187 70 86
243 221 42
353 6 44
440 23 16
407 90 99
446 307 98
424 332 75
426 346 42
221 45 11
328 329 94
177 278 43
276 355 100
178 410 55
5 196 28
10 261 79
298 424 49
466 383 97
455 468 78
438 423 76
115 237 29
455 238 90
193 330 90
50 286 24
56 30 63
474 365 26
464 403 29
249 332 40
247 380 47
29 223 99
80 219 48
432 78 89
59 327 57
182 336 84
275 301 40
228 200 63
363 182 59
370 93 34
443 295 84
219 499 86
93 206 6
215 236 29
150 145 37
250 152 20
382 461 41
7 327 40
148 311 65
345 20 20
112 352 49
225 131 51
468 192 14
219 445 96
87 80 29
390 169 87
263 147 7
353 363 12
169 337 6
126 62 8
91 5 97
441 388 7
489 292 71
5 45 64
388 129 5
201 15 48
439 343 81
124 289 28
201 131 40
61 496 74
15 380 86
241 164 39
106 384 32
102 469 50
175 23 72
491 142 83
97 43 18
393 20 91
495 2 19
52 303 84
479 162 44
315 191 60
401 50 67
53 353 60
322 104 70
299 289 53
290 200 57
236 166 1
397 159 65
3 430 87
292 374 30
148 64 82
93 407 41
97 169 93
268 268 16
474 162 29
94 308 8
142 462 37
220 60 28
197 275 34
13 269 39
4 43 53
171 409 95
104 358 76
266 138 65
337 464 100
66 356 36
492 290 22
141 312 31
453 241 32
308 456 32
24 85 25
232 353 52
423 184 100
389 328 19
441 229 86
155 238 63
25 283 24
51 209 87
235 281 100
247 57 46
438 108 33
50 206 90
371 226 10
246 120 28
60 172 100
190 60 92
332 220 78
215 137 59
13 41 12
151 222 31
104 276 1
43 145 20
450 76 43
17 116 68
175 23 52
88 212 53
395 236 14
98 454 19
307 314 78
66 402 95
122 161 40
310 381 15
335 194 45
372 139 13
87 493 65
277 154 44
414 111 35
65 316 60
62 309 36
480 106 94
329 364 60
344 186 23
70 299 47
254 216 3
1 482 85
162 126 42
395 316 52
426 468 61
267 323 12
411 255 36
284 314 73
471 141 77
366 217 39
328 141 92
162 245 93
16 339 12
202 148 80
428 114 95
469 315 45
202 95 69
287 89 3
288 102 67
216 325 74
175 287 76
381 249 23
374 380 42
189 44 29
145 374 43
172 102 75
475 32 53
480 5 98
179 192 94
48 373 90
197 421 64
209 433 67
441 352 77
86 178 98
29 404 80
348 166 60
132 459 5
159 349 33
217 143 69
168 460 63
37 466 16
346 178 10
438 44 22
16 295 62
219 68 7
485 424 7
137 165 22
379 366 37
214 421 18
344 482 4
376 408 65
248 420 67
160 34 11
446 279 84
156 469 33
14 223 1
99 310 83
334 308 32
49 37 95
298 360 86
286 247 47
346 12 93
346 191 81
465 469 90
486 315 79
71 76 55
232 197 94
365 282 61
451 146 6
336 229 87
22 469 64
64 198 60
72 56 77
152 55 27
499 89 27
473 446 95
447 12 18
156 276 29
304 37 8
201 262 43
91 439 57
136 126 43
313 161 37
189 3 87
241 392 33
250 427 98
435 410 8
245 177 38
417 373 21
216 75 56
76 270 69
24 357 87
187 359 50
286 356 93
442 164 34
268 496 76
409 140 98
159 142 90
154 299 34
358 431 66
449 57 95
174 400 18
350 63 99
94 31 31
112 271 27
438 412 30
226 242 9
360 181 7
461 411 83
339 307 26
253 69 23
31 206 33
64 462 91
400 354 98
90 175 2
64 318 13
106 163 88
285 197 55
338 318 56
491 274 66
75 152 45
263 281 32
58 449 20
19 377 25
135 428 21
187 317 58
158 131 15
40 368 82
335 23 98
111 61 20
214 193 86
5 26 84
128 80 8
145 348 60
296 20 88
220 284 28
262 480 64
309 185 66
19 314 35
221 121 31
335 96 64
459 178 19
387 146 37
208 342 76
61 128 67
395 44 29
417 231 36
343 372 14
282 484 86
35 374 15
298 130 69
81 455 71
292 245 7
475 420 100
133 93 30
397 452 26
247 465 74
79 272 45
342 376 60
153 14 82
155 300 14
495 281 12
239 219 38
132 439 71
197 478 54
61 305 23
161 82 68
51 482 11
49 218 45
256 430 61
118 64 98
349 333 38
202 197 75
38 83 6
219 347 84
345 242 37
11 7 34
350 45 6
197 22 27
412 242 37
83 75 10
428 109 56
487 137 63
29 342 55
188 286 98
119 281 68
467 158 58
153 217 79
5 16 40
249 492 13
149 460 16
493 283 34
130 296 23
90 442 84
442 5 73
18 22 85
252 157 43
322 42 91
492 45 31
231 42 100
206 217 93
217 478 9
144 290 24
118 434 5
82 344 46
389 481 78
56 217 29
462 490 98
170 227 36
304 265 99
71 250 21
334 464 58
128 216 52
488 406 28
84 324 30
131 329 28
472 82 19
311 52 48
266 59 62
72 73 14
430 463 27
12 38 38
496 7 5
178 230 20
115 50 29
233 268 2
160 419 15
211 470 85
113 419 81
416 75 6
326 286 1
7 174 4
492 253 42
372 83 34
291 243 13
102 0 20
79 266 32
404 98 40
136 215 24
111 498 13
220 146 60
451 464 22
281 432 43
450 245 31
72 438 68
143 238 30
258 122 22
229 230 77
295 242 9
64 361 15
89 6 38
172 392 75
85 442 87
358 156 45
231 464 37
161 119 82
302 154 11
143 211 35
310 177 16
92 483 21
228 293 75
199 161 98
135 77 54
245 212 37
423 139 65
486 355 74
81 3 8
245 23 78
21 346 58
272 98 90
41 118 73
423 11 72
455 394 95
39 274 89
105 461 63
459 230 57
49 183 63
366 317 95
457 284 3
129 287 1
362 253 1
146 308 58
369 166 98
280 285 29
212 103 4
142 293 57
345 291 26
242 214 38
124 208 42
100 355 99
122 287 94
492 123 73
173 202 45
152 295 26
